Probe Set ID	SL2_1_Exp	SL2_2_Exp	Clone8_1_Exp	Clone8_2_Exp	SL2_1_Call	SL2_2_Call	Clone8_1_Call	Clone8_2_Call
1624348_a_at	1822.8	1798.9	1876	1862.5	P	P	P	P
1637828_a_at	2.9	13.3	2.3	14.2	A	A	A	A
1632541_at	78.4	88.8	27.2	6.8	A	A	A	A
1636333_a_at	2613.2	1273.4	0.8	0.9	P	P	A	A
1622931_at	576.4	534.4	381.7	522.1	P	P	P	P
1637660_at	4.9	34.5	24.7	18.7	A	A	A	A
1633664_at	844.7	840.8	422.7	588.7	P	P	P	P
1624727_s_at	1804.7	1609	1875.4	1596.8	P	P	P	P
1638690_at	2627.7	2088.1	2595.2	2550.4	P	P	P	P
1627497_at	3934.2	4495.6	3412	3839.8	P	P	P	P
1624866_at	50.3	30.6	52.2	19.2	A	A	A	A
1639959_at	46.1	11.8	40.1	6.7	A	A	A	A
1636100_at	11.5	30.3	24.7	4.9	A	A	A	A
1632292_at	599.8	519	605	775.8	P	P	P	P
1624176_at	4034.4	2319.8	2634.5	2597.2	P	P	P	P
1641488_at	355.8	421.8	424.9	387.3	P	P	P	P
1624244_at	6536.8	5075.3	2649.4	2010.3	P	P	P	P
1639376_at	69	54.5	83.2	38.1	A	A	M	A
1637059_s_at	5685.8	8758.9	2870.6	5812.3	P	P	P	P
1637014_at	328.4	314.8	374.3	464.8	P	P	P	P
1628238_at	85.5	59.2	63.7	33.9	A	A	A	A
1624301_at	1249.6	1192.3	918.6	905.8	P	P	P	P
1640859_at	551.3	426.2	455.2	445.2	P	P	P	P
1640938_at	2737.8	3828.5	1622.5	1792.1	P	P	P	P
1624981_a_at	7081.1	6769.3	5703.8	5948	P	P	P	P
1633164_s_at	114.9	41.9	91.5	9.9	A	A	A	A
1627833_at	32.2	33.7	61.2	16.2	A	A	A	A
1635635_a_at	3	32.6	17.3	1.1	A	P	A	A
1636287_at	56.5	32.7	40.8	50.7	A	A	A	A
1626745_at	1375	1631.6	1825.5	1812.3	P	P	P	P
1637251_a_at	1580.6	1911.5	1815.4	1692.2	P	P	P	P
1635682_at	111.9	72.5	108.8	46.9	P	P	P	P
1639440_at	25.2	3.4	12.8	9.1	A	A	A	A
1636820_s_at	8.2	9	28.1	7	A	A	A	A
1633602_at	393.8	380.8	273.7	351.2	P	P	A	P
1629841_at	650	1095.2	431.4	1100	P	P	P	P
1636232_at	72.6	21.2	75.8	31.2	A	A	A	A
1633214_at	19.6	4.2	10.3	1.3	A	A	A	A
1640587_at	97.7	59.8	140.9	60.2	A	A	P	A
1625412_at	6185	9055.3	9738.5	9387.7	P	P	P	P
1624027_at	1667.6	1926.4	697	768	P	P	P	P
1633636_at	80.8	36.2	81.6	52.3	P	A	P	P
1640509_s_at	1341.5	1665.8	1502.7	1011.1	P	P	P	P
1626606_at	10421.9	13338	103.3	36.5	P	P	M	A
1628601_at	993.4	788.3	244.3	213.7	P	P	P	P
1625875_at	1959.1	2408.2	2261.7	2626.8	P	P	P	P
1631100_at	29.8	18.8	17.4	13.4	A	A	A	A
1638214_at	119.9	107.5	66.4	15	M	A	P	A
1624782_a_at	7969.3	8619.3	5652.6	6067.4	P	P	P	P
1626618_at	50	9.6	68.9	19.2	A	A	A	A
1636795_at	704.7	798.4	476.2	392.2	P	P	P	P
1630621_at	60.4	37.1	34.6	23.8	A	A	A	A
1639751_at	37.7	12.2	21.4	4.7	A	A	A	A
1625162_at	561.1	611.7	466.1	475.9	P	P	P	P
1635521_at	1498.7	1706.5	589.5	709.9	P	P	P	P
1639166_at	44.8	30.1	19.3	1.9	A	A	A	A
1633320_at	5774.6	4946.7	1894.9	1728.6	P	P	P	P
1624149_at	6.3	2.9	52.6	14.9	A	A	A	A
1626751_at	1463.7	1721.6	811.6	849.3	P	P	P	P
1627574_at	32.3	41.2	29.3	18	A	A	A	A
1640356_a_at	1268.4	1240.7	523	326.2	P	P	P	P
1625480_at	1451.8	1612.7	638.7	510.3	P	P	P	P
1640492_at	1360.8	2007.3	843.6	900.2	P	P	P	P
1636694_at	1427.5	1815.4	754.8	878.5	P	P	P	P
1627583_at	233.3	99.6	221.3	82.9	A	A	A	A
1631522_x_at	282.3	125.9	253.5	55.8	A	A	A	A
1629833_at	531.6	595	225.3	294.8	P	P	P	P
1637552_s_at	1220.6	1346.7	758.8	1544.4	P	P	P	P
1633210_at	3783.4	4865.2	1672.4	2379.1	P	P	P	P
1634756_at	67.5	51.4	61	67.4	P	P	P	P
1632886_at	5.3	6.1	2.6	9.8	A	A	A	A
1632504_at	4.6	2.5	2.7	2.9	A	A	A	A
1633965_at	2596	3704.1	4952.5	3491	P	P	P	P
1623928_at	83.2	51.8	66.1	43.2	P	P	A	P
1637990_s_at	1533.7	1202.5	1707	1265.3	P	P	P	P
1632953_at	63.4	37	48	36.1	M	P	A	A
1640633_s_at	582.3	795	1500.7	1337.6	P	P	P	P
1625503_at	3549.4	3880	11144.2	8389.4	P	P	P	P
1635168_at	297.3	284.4	321.8	416.6	P	P	P	P
1625052_at	76.7	38.8	64.4	37.4	A	A	A	A
1623710_at	113	111.8	67.4	6	A	A	A	A
1640288_s_at	4428.8	5432.8	5049.8	5852.8	P	P	P	P
1624530_at	1564.8	1033.2	2681.9	1560.7	P	P	P	P
1625315_at	980	1280.2	1140	1204.9	P	P	P	P
1636583_at	88.1	35.1	86.2	37.8	A	A	M	M
1623238_at	175.7	253.5	440.4	327.1	A	P	P	P
1629112_at	45.3	3.6	58.9	26.1	A	A	A	P
1625773_at	15.4	5.4	497.5	227.8	A	A	P	P
1625036_at	27.8	17.2	26.9	13.7	A	A	A	A
1624165_a_at	2412	2001.2	2643.3	2214	P	P	P	P
1625377_at	3624.3	2697.6	2523.8	1349.2	P	P	P	P
1630416_at	565.9	708.9	771.5	759.4	P	P	P	P
1628168_at	26.5	45.3	52.5	29.7	A	A	A	A
1625393_s_at	596.1	546	494.2	472	P	P	P	P
1632551_at	501.9	493.9	613.2	713.3	P	P	P	P
1630348_a_at	2599.7	1480.3	4775.4	4692.4	P	P	P	P
1629778_s_at	472.2	539.7	102.5	39.2	P	P	P	P
1625496_at	1657.1	1547.4	1856.4	1827.6	P	P	P	P
1629373_at	227.8	268.2	274.3	325.4	P	P	P	P
1623470_at	529.1	591.3	585.6	572.9	P	P	P	P
1632225_a_at	477.1	525.3	604.2	542.2	P	P	P	P
1623480_at	863.7	907.9	672.6	661	P	P	P	P
1626578_at	15.2	9.9	21.4	18.9	A	A	A	A
1637229_a_at	7.9	3.7	1.1	2.4	A	A	A	A
1624473_at	476.7	591.6	382.5	677.6	P	P	P	P
1628240_at	1613	2099.6	3087.6	2769.4	P	P	P	P
1629432_at	1151.8	1343.2	1027.7	1483.9	P	P	P	P
1631532_at	119.4	54.4	40.8	45.7	P	P	A	P
1632331_at	90.8	21.4	30.8	40.5	A	A	A	A
1631723_at	805.7	975.5	644.4	1068.6	P	P	P	P
1629044_at	288.8	655.7	545	828.8	P	P	P	P
1627743_at	327.9	361.9	320.4	444.7	P	P	P	P
1624503_at	200.2	210.7	375.8	376.7	P	P	P	P
1626508_at	1091.6	1042	1336.3	1401	P	P	P	P
1631273_at	666.2	493.4	331.1	341.3	P	P	P	P
1632238_at	20.9	20	184.6	96.8	A	A	P	P
1641593_at	142.6	101	137.5	79.8	P	P	P	P
1628707_at	4.5	6	2.4	3.7	A	A	A	A
1624638_a_at	881	898.8	1476.9	1574	P	P	P	P
1628318_at	1446	1533.1	844.3	1206.4	P	P	P	P
1638164_at	1207.3	1213.9	1354.3	1546.7	P	P	P	P
1624433_at	8.8	1.7	8.2	3.3	A	A	A	A
1635156_s_at	379.2	348.5	241.7	387.6	P	P	P	P
1638736_at	16.1	15.3	21.6	2.8	A	A	A	A
1627849_at	207.2	218.9	454.2	309	P	P	P	P
1633625_s_at	743.3	759.8	1286.4	1109.5	P	P	P	P
1629503_s_at	88.7	67.7	231	229.9	P	P	P	P
1638142_at	104.3	44.9	51.4	32.7	P	P	P	P
1635919_at	80.3	62.9	82.5	19.3	P	P	P	A
1632965_at	12.4	9.1	21.9	4.2	A	A	A	A
1629259_at	214.6	269.5	314.2	552.7	P	P	P	P
1629062_at	186.6	139.9	1920.3	1932.4	P	P	P	P
1623688_at	859.1	1046.8	762.9	1079.8	P	P	P	P
1627650_at	6.5	5.5	24.1	2.5	A	A	A	A
1639931_at	48.2	8.8	44.9	37.1	A	A	A	A
1623200_at	3.6	14.9	183.7	202.2	A	A	P	P
1629097_at	9.7	4.8	8.2	1.3	A	A	A	A
1640844_s_at	21.9	8.6	19.3	5.1	A	A	A	A
1637110_at	526.6	528.1	742.8	607.3	P	P	P	P
1634970_at	1272.6	1212.7	1318.1	874.1	P	P	P	P
1627993_at	251.3	287.3	231.6	283.3	P	P	P	P
1624250_at	81.2	52.8	36.5	6.1	A	A	A	A
1625883_at	4.1	4.3	6.1	10.7	A	A	A	A
1640826_at	985.9	1046	783.9	761.4	P	P	P	P
1628256_at	61.1	16.6	9	30.2	A	A	A	A
1625800_at	100.1	108.7	300.4	496	P	P	P	P
1625218_at	343.4	322.6	339.3	538.3	P	P	P	P
1635627_at	1899.9	2355.1	1737.3	1661.6	P	P	P	P
1623293_at	998.7	1414.7	1408.3	1461.3	P	P	P	P
1639836_at	144.2	71.6	114.2	40.6	P	A	P	A
1637654_at	65.2	51.2	154.7	61.4	A	A	P	M
1627941_at	10.3	14.9	8.8	3.1	A	A	A	A
1630715_at	32.6	14.4	42.5	16	A	A	P	A
1623664_at	689.6	624.6	1214.2	888.3	P	P	P	P
1623133_a_at	219.2	238.4	224.8	136.7	P	P	P	P
1625922_a_at	108.8	153.8	125.3	80.8	P	P	P	P
1626447_at	65.1	56.4	93.5	34.6	A	A	A	A
1640770_a_at	19.2	16.6	65.5	58.2	A	A	A	A
1635970_at	819.5	992.8	1322.1	1147	P	P	P	P
1636843_a_at	3301.1	3693.8	1901.2	1364.7	P	P	P	P
1625014_at	2361.8	2343.8	2671.5	2319.7	P	P	P	P
1626591_at	1498	1339.9	461.7	439.1	P	P	P	P
1634575_at	3.3	2.1	2.4	5.5	A	A	A	A
1641310_at	24.7	37.6	30.6	8.9	A	P	A	A
1629967_s_at	281.9	316.9	138.2	126.8	P	P	P	P
1628530_at	661.3	631.8	633.8	571.5	P	P	P	P
1633093_at	18.4	3.1	17.9	1	A	A	A	A
1637011_at	6.6	33.4	5.5	3	A	A	A	A
1623998_at	3186.7	3360	2788.4	4070.1	P	P	P	P
1639845_at	6.9	7.9	17.8	2	A	A	A	A
1626529_at	21.5	2.8	2.1	17	A	A	A	A
1632708_at	11.2	8.8	49.4	5.1	A	A	A	A
1640845_at	542	549.4	144.2	70	P	P	P	P
1636220_at	8.6	7.1	14	5.8	A	A	A	A
1628412_at	134.3	197.2	37.8	12.5	P	P	P	P
1634909_at	1469.7	2156.2	1078.6	1554.8	P	P	P	P
1631516_s_at	455.3	455.9	587.2	681.9	P	P	P	P
1630269_s_at	231.7	267.8	306.5	457.1	P	P	P	P
1631084_at	59.6	48.6	67.8	18.7	A	A	A	A
1630191_at	1141.4	1414.6	691.2	406.1	P	P	P	P
1624248_s_at	421.9	464.4	440.3	445.2	P	P	P	P
1635199_at	67.8	174.9	1502.2	1261.6	P	P	P	P
1623225_s_at	3464.5	2313	2069.7	1645.5	P	P	P	P
1632967_s_at	663.4	630.8	854.6	631.9	P	P	P	P
1626596_at	29.4	7.2	14.7	1.8	A	A	A	A
1634492_s_at	995.9	1175.2	739.7	1159.3	P	P	P	P
1641136_at	11.5	16.4	11.2	2.8	A	A	A	A
1632850_at	1795.2	1890.3	2023	2189.8	P	P	P	P
1623653_at	8965.8	9479.8	5414.2	6277	P	P	P	P
1635974_at	3581.6	4101.1	3483.9	4013.6	P	P	P	P
1633426_at	11.3	30.7	14.6	13.1	A	A	A	A
1623104_at	114.3	75.4	95	61.6	A	P	P	P
1623590_s_at	1470.1	1425.2	1086.1	1153	P	P	P	P
1623233_at	3.9	7.9	4.2	3.6	A	A	A	A
1633822_at	1692.3	2414.4	1425.1	1924.9	P	P	P	P
1627004_at	874.8	765.7	765.8	456.2	P	P	P	P
1638077_at	48.9	28.1	46.6	19.5	A	A	A	A
1636575_s_at	4974	4490.9	2148.7	1708.9	P	P	P	P
1624895_at	37	21.3	23.5	1.8	A	A	A	A
1630682_at	556.7	555.7	507.6	510	P	P	P	P
1638744_at	4.5	5.5	9.5	1.2	A	A	A	A
1627504_at	33.1	10.1	52.5	26.5	A	A	A	A
1625000_a_at	3113.2	3434	2841.5	2597.9	P	P	P	P
1640198_at	750.6	745	397	458	P	P	P	P
1641502_a_at	1271.8	1229.8	1486.2	1229.4	P	P	P	P
1636710_at	23.1	13.7	21.3	9.7	A	A	A	A
1626366_at	1234.4	1458.1	803.6	1133.1	P	P	P	P
1632865_s_at	44	38.7	39.3	15.5	P	P	A	A
1635890_at	225.4	143.1	95.6	33.9	P	P	P	P
1635634_at	1960	2658.1	1707	1768.1	P	P	P	P
1624360_at	67.1	12.7	13	6.3	A	A	A	A
1630611_at	8378.2	13414.7	9354.5	11140.1	P	P	P	P
1629805_at	149.2	141.7	193	157	P	P	P	P
1631946_at	30.9	4.8	20.3	17.5	A	A	A	A
1623243_at	19.4	6.5	18.5	20.6	A	A	A	A
1630696_at	351.6	221.9	355	293.7	P	P	P	P
1641148_a_at	2707.9	2209.3	1886.2	2709.2	P	P	P	P
1635378_at	956.7	798.9	1083.4	905.1	P	P	P	P
1641274_a_at	130.1	79	107.6	55.1	P	P	P	P
1635019_at	9.6	12.5	9.6	17.5	A	A	A	A
1636847_s_at	2062.9	1735.1	1847.8	2275.6	P	P	P	P
1634150_s_at	2138.5	1654.8	1938.3	1414.2	P	P	P	P
1632138_at	30.6	38.1	12.1	4.6	A	A	A	A
1635806_at	49.6	33.1	70.6	8.2	A	A	A	A
1641332_at	337.9	96.8	304.2	71.3	P	P	P	P
1633184_at	12	3.7	17.3	5.4	A	A	A	A
1627211_at	41.8	45.2	18	2.9	A	A	A	A
1641529_s_at	954	1035.2	787.4	823.5	P	P	P	P
1627026_at	21.3	6	11.7	14.9	A	A	A	A
1630989_a_at	406.9	328.7	466.5	434.5	P	P	P	P
1636721_at	356.8	344.1	375.6	297.6	P	P	P	P
1640641_s_at	54.6	46.1	56.9	33.6	A	A	A	A
1625592_s_at	653.3	379.7	485.9	438.6	P	P	P	P
1626692_at	6.8	4.7	29.7	14.2	A	A	A	A
1630725_at	78.9	33	72.6	21.4	A	A	A	A
1640824_at	4040.2	3254.4	2342	2751.4	P	P	P	P
1631707_at	39.5	20.6	34.2	13.9	A	A	A	A
1632192_at	22.7	21.4	20.6	14.5	A	A	A	A
1640078_at	3324.6	3919.5	1753.6	2046.7	P	P	P	P
1640346_at	1748.1	1722.5	2249.3	1701.6	P	P	P	P
1632663_at	563.4	478.2	524.8	479.8	P	P	P	P
1633684_at	75.2	7.3	21.2	2.8	A	A	A	A
1631372_a_at	8.1	31.1	2.3	3.3	A	A	A	A
1637060_a_at	5403	5235.4	4524.7	6796.3	P	P	P	P
1638930_s_at	240.9	260.3	310	226.2	P	P	P	P
1629326_s_at	10.9	0.9	4.8	26.6	A	A	A	P
1630754_at	1777.6	1187.5	995.1	766.3	P	P	P	P
1635907_at	3979.6	4547.6	6671.4	6298.6	P	P	P	P
1628970_at	16	6.3	17	5.4	A	A	A	A
1630209_at	6.8	4.4	4.4	3.7	A	A	A	A
1626304_at	2272.6	1955.8	4153.7	3134.2	P	P	P	P
1636887_s_at	1700.3	1604.2	1011.3	1095.4	P	P	P	P
1632242_a_at	806	634.1	100.4	55.3	P	P	P	P
1636390_at	113.6	32.5	63.8	39.9	A	A	A	A
1641477_at	31.1	16.6	12.2	8.4	A	A	A	A
1629111_at	374.1	295.4	415.6	421.4	P	P	P	P
1637434_at	16.7	16.8	29.7	6.7	A	A	A	A
1625616_at	26.2	54.4	37.1	16.8	A	A	A	A
1623686_at	727.5	664.6	579.3	624.7	P	P	P	P
1629731_at	18.8	8	15.5	19.2	A	A	A	A
1632657_at	58	31.8	14.5	14	P	A	A	A
1639666_at	900.8	663	403.4	434.2	P	P	P	P
1640593_at	200.2	99.1	220.9	61.2	A	A	A	A
1640978_at	15.9	82.8	29.4	46.8	A	A	A	A
1634116_at	833.2	619.7	682.9	545.6	P	P	P	P
1624726_s_at	2112.7	2172.2	3634.1	3639.1	P	P	P	P
1625094_at	13.5	44	7.3	3.9	A	A	A	A
1633562_at	17.9	26.3	4.2	12.8	A	A	A	A
1638634_at	411.6	763.7	578.6	845.2	P	P	P	P
1638017_at	49.4	6.4	63.8	47.3	A	A	A	A
1637546_at	19575.8	20941	19586.1	21898	P	P	P	P
1632534_at	9.5	6.2	10	12.9	A	A	A	A
1630206_at	5	12	17.1	1.8	A	A	A	A
1623670_at	308.7	351.1	302.7	281.1	P	P	P	P
1627456_s_at	65.1	67.8	392.8	711.3	P	P	P	P
1637154_at	18.2	11.2	12.9	21.6	A	A	A	A
1627908_at	542	558.4	424.9	451.2	P	P	P	P
1637669_at	29	42.9	9.3	17.8	A	A	A	A
1627441_at	99.2	87.7	1.1	0.8	P	P	A	A
1632168_at	15.8	31.7	29.4	19.2	A	A	A	A
1625440_at	39.1	9.5	8.8	3.6	A	A	A	A
1624830_at	90.4	62	127.7	46.9	P	P	P	P
1639587_s_at	446	540.8	333.4	373.3	P	P	P	P
1635564_at	1065.1	994.8	915.2	1055.3	P	P	P	P
1626494_at	953.6	1252.3	602	1020.6	P	P	P	P
1626106_a_at	2426.7	1934.9	1268.9	1468.4	P	P	P	P
1628660_at	533	509.6	407.2	290	P	P	P	P
1638573_at	22.3	11.9	10.8	5.8	A	A	A	A
1631114_a_at	2.1	12.4	12.3	16.9	A	A	A	A
1635276_at	11.2	8.4	11.2	9.7	A	A	A	A
1631307_at	9.8	27	11.8	11.1	A	A	A	A
1639264_at	978.3	835.9	1082.7	1238.1	P	P	P	P
1631106_s_at	6191.5	4208.9	6027.4	3873.2	P	P	P	P
1637426_at	30.5	23.7	19.8	2.9	A	A	A	A
1630591_at	5.8	8.4	8	3.5	A	A	A	A
1633796_at	31.2	16.9	18.6	1.7	A	A	A	A
1636651_a_at	1777.6	2281.8	3252.1	3243.6	P	P	P	P
1624934_at	4.2	30	28.3	5.7	A	A	A	A
1629969_at	42.3	17.1	24.6	20.7	A	A	A	A
1625609_at	66.2	7.9	43.8	3	A	A	A	A
1635757_at	3.8	22.1	4.8	18.9	A	A	A	A
1625684_at	970.8	1175.3	926.6	685.5	P	P	P	P
1635066_at	1424.3	1074	998.5	731.4	P	P	P	P
1630271_at	2391.8	2428.1	1687.7	2003.9	P	P	P	P
1623490_at	2967.5	2862.8	5487.3	4360.6	P	P	P	P
1638445_a_at	197.9	145.5	172.8	163	P	P	P	P
1636898_at	7.2	13.8	3.3	1.2	A	A	A	A
1637740_at	15	3.4	2.8	1.7	A	A	A	A
1631981_at	37.5	32.1	29.3	13.7	A	A	A	A
1639178_s_at	822.6	773.7	905.6	872.9	P	P	P	P
1636051_at	13.7	9.9	8.5	14.1	A	A	A	A
1633411_s_at	6.9	12.6	39.7	6.2	A	A	A	A
1625990_at	372	358.5	465.5	423.8	P	P	P	P
1631152_at	28	40.8	8.9	8.4	A	A	A	A
1630323_at	94.1	64	61.4	31.2	P	P	P	P
1625894_at	14.2	2.6	8.3	2.5	A	A	A	A
1628535_at	60.2	19.5	56	21.6	P	A	P	P
1629450_at	23.4	14.1	9	4	A	A	A	A
1629045_s_at	657.5	517	386.9	431.6	P	P	P	P
1631673_s_at	273.3	108.1	214.3	77.4	P	P	M	A
1630293_at	6.7	9.8	10.2	7.6	A	A	A	A
1624921_at	64.4	39.1	11.3	3.8	A	A	A	A
1625865_at	7.8	6.5	9	3.5	A	A	A	A
1640851_at	74.2	57	23.2	22.2	A	A	A	A
1640293_s_at	2079.1	1845.5	2281.9	2521.6	P	P	P	P
1641197_at	5.7	33.8	5.4	3.4	A	A	A	A
1628785_at	595.1	528	490.3	531.5	P	P	P	P
1638117_at	61.2	56	204.7	76.3	A	A	A	A
1628611_at	58.8	29.8	81.7	20.8	A	A	A	A
1623251_at	422.8	247.9	421.6	352	P	P	P	P
1638198_at	395.6	247.6	494.9	503.3	P	P	P	P
1630957_s_at	41.3	18.7	27.2	17.7	A	A	A	A
1634346_at	31.9	38.2	50.1	32.7	A	A	P	A
1627333_at	2.8	5.2	13.2	2.3	A	A	A	A
1637057_at	7.1	3.5	1.4	13.2	A	A	A	A
1636476_a_at	503.9	500.4	742.8	517.1	P	P	P	P
1627806_at	506.3	439.1	760.4	1017.1	P	P	P	P
1635817_at	23	6.1	13.4	16.5	A	A	A	A
1638161_at	772.5	592.5	1392.8	894.5	P	P	P	P
1629237_at	74	33.8	41.6	48.3	P	P	P	P
1632548_a_at	5226.3	4770.5	2425.9	3618.9	P	P	P	P
1638861_at	2.6	6.8	5.2	23.2	A	A	A	A
1635083_at	22.3	3.4	5.1	14.3	A	A	A	A
1624231_s_at	9503.2	10123.1	8731.8	10635	P	P	P	P
1636080_a_at	733.9	694.6	3366.1	3948.6	P	P	P	P
1636911_at	450.4	301.1	2014.6	3117.7	P	P	P	P
1630859_s_at	633	771.3	535.3	1250.2	P	P	P	P
1631393_at	40.5	26.9	16.1	6.2	A	A	A	A
1631775_at	2813.1	3438.5	3458.3	3510.4	P	P	P	P
1635285_at	70.2	32.1	51.3	15.1	A	A	P	P
1631319_at	18.8	8.6	12.1	20	A	A	A	A
1629362_at	62.2	23.9	92.1	13.2	A	A	A	A
1625450_at	194.6	367.7	273.8	42.1	P	P	P	P
1640472_at	4912.3	4527.9	9896	8196.3	P	P	P	P
1632791_at	2066.2	2456	2565.2	3307.5	P	P	P	P
1628500_at	150.8	241.6	17.5	19.5	P	P	A	A
1624594_at	1756.4	1777	1923.5	1569.2	P	P	P	P
1639640_at	700.3	665	475	222.7	P	P	P	P
1624119_at	2660.7	3284.5	734.9	567.9	P	P	P	P
1631935_at	5.6	6.6	2.8	1.4	A	A	A	A
1628042_at	12.9	53.2	10.4	8.6	A	A	A	A
1625243_a_at	1486.8	1423.1	1153.1	1398.4	P	P	P	P
1629896_at	5.5	2.6	2.1	0.7	A	A	A	A
1626012_at	101.7	21.2	50.5	6.6	A	A	A	A
1630907_at	15.5	22.5	62.4	20.8	A	A	A	A
1629385_s_at	239	137.7	119.2	43	P	P	P	A
1626644_at	801	420.1	281.9	141.2	P	P	P	P
1630689_at	68.1	21.9	65.8	26.4	A	A	A	A
1634811_at	14	38.8	11.2	5.8	A	A	A	A
1635157_at	490.1	380.2	750.2	1282.9	P	P	P	P
1636574_s_at	1323	1359.6	312.3	260.3	P	P	P	P
1625443_a_at	1263.2	1980.8	891.7	786.6	P	P	P	P
1628251_at	1725.8	2085.2	1152.4	914.8	P	P	P	P
1637050_at	105.3	123.9	64.2	42	P	P	P	P
1635028_s_at	41.7	59.3	31.4	44.7	A	A	A	A
1623848_a_at	25.5	33.2	31	22.9	A	A	A	P
1629906_s_at	194.6	144.3	335.8	155.3	P	P	P	P
1636541_at	1091.2	1402.7	1120.5	1349.8	P	P	P	P
1640480_at	343.3	528.3	717.2	1299.8	P	P	P	P
1631994_a_at	186.6	188.3	288.2	216.1	P	P	P	P
1631069_a_at	151.7	180.9	212.2	199.1	A	P	M	P
1630655_at	21.4	3.6	7.7	8.3	A	A	A	A
1638303_at	11	16.2	14.6	11.3	A	A	A	A
1628506_a_at	36.9	5.1	37.8	12.8	A	A	A	A
1640888_a_at	8	17.5	18.2	5.8	A	A	A	A
1624658_at	501.5	439.1	414.2	510.4	P	P	P	P
1630713_at	1731.9	3607.6	825.6	1037.9	P	P	P	P
1641652_a_at	13.4	17.7	9.1	6.9	A	P	A	A
1641622_at	39.6	3.4	9.1	2.2	A	A	A	A
1639275_at	8	6.5	11.6	3.4	A	A	A	A
1626059_at	1	2.9	8.7	2.5	A	A	A	A
1626933_s_at	1631	1488.3	1067.7	1047.1	P	P	P	P
1623634_at	43.2	13.2	34.7	30.1	A	A	A	A
1639074_at	40	56.5	24.2	17.3	A	A	A	P
1636508_at	993.6	1431.4	1579.6	2300.8	P	P	P	P
1632606_a_at	345.8	232.1	156.7	115	P	P	P	P
1641489_at	337.2	279.3	191.9	217.6	P	P	P	P
1631473_at	145.5	118.8	286.2	108.3	A	A	P	P
1630421_at	863.3	831.3	1632	1919.6	P	P	P	P
1632932_a_at	9.7	28.8	18.3	10.9	A	A	A	A
1625092_at	22.8	3.9	25.9	32.2	A	A	A	P
1623797_at	2303.1	2298	1666.5	1951.9	P	P	P	P
1637876_a_at	542.3	406.9	446	356.3	P	P	P	P
1624731_s_at	36.5	5.9	53.5	25.2	A	A	P	A
1624514_at	9.8	20.5	10.4	10	A	A	A	A
1623544_at	58.2	52	74.9	17.7	A	A	A	A
1634471_at	1095	885.8	386.4	631.3	P	P	P	P
1641369_at	985.9	1687.5	2934.1	4272.4	P	P	P	P
1624535_at	1883.5	1914.4	384.6	819.1	P	P	P	P
1628303_at	92.6	35.4	72.4	74.6	A	A	A	A
1624298_at	92.3	59.9	94.9	30.9	A	A	A	A
1635492_at	10.2	16.2	10	18.1	A	A	A	A
1635261_at	6.9	9.4	6	19	A	A	A	A
1631294_at	22.1	6.1	37.8	3.5	A	A	A	A
1623416_at	14.5	26.7	19.4	10.3	A	A	A	A
1625142_s_at	117.1	25	32	11.1	A	A	A	A
1639005_x_at	1233.1	468.5	3127.5	725.9	P	P	P	P
1629568_at	224.8	438.5	617.2	1478.7	P	P	P	P
1625668_at	7.2	6.5	4.1	8.8	A	A	A	A
1636802_at	45.7	27.2	27	3.2	A	A	A	A
1625497_at	6.7	3.5	6.5	12.5	A	A	A	A
1632754_at	21.3	2.7	35.9	13.7	A	A	A	A
1627951_at	36.2	8.8	26.4	5.6	A	A	A	A
1635671_at	16.1	10.2	15.1	6.6	A	A	A	A
1631305_at	50.7	2.4	35.1	14.7	P	A	A	A
1629544_at	18.7	10.4	8.3	5.6	A	A	A	A
1636312_at	2.9	5.1	2.2	1.4	A	A	A	A
1627417_s_at	7.7	5.2	9	11.9	A	A	A	A
1639010_at	20.5	8.8	5.8	1.9	A	A	A	A
1624313_at	58	47.5	50.6	56.1	P	P	P	P
1633021_s_at	674.8	400.2	320.8	204.3	P	P	P	P
1635510_at	38.1	14.6	4.5	0.8	P	A	A	A
1640611_at	47.4	26.9	44	12.2	A	A	A	A
1632715_at	8.4	8.5	50.1	13.3	A	A	A	A
1634871_s_at	316.1	360.9	451.4	554.1	P	P	P	P
1636110_at	42.2	23.3	24.1	0.9	A	A	A	A
1629538_s_at	66.7	6.1	24.7	2.4	A	A	A	A
1625996_s_at	2.4	15.9	2.8	1.2	A	A	A	A
1630257_s_at	10.1	5.9	10.8	11	A	A	A	A
1638611_at	190.2	110.4	129.5	114.5	P	P	P	P
1639173_at	40.2	75.8	39.7	16.6	A	M	A	A
1633045_at	30.8	41.5	74.9	66	A	A	P	P
1625413_s_at	8.4	2.3	3.7	0.8	A	A	A	A
1628000_s_at	28.6	8.1	37.2	6.4	A	A	A	A
1631700_at	25.6	14.2	38.5	24.5	A	A	A	A
1634357_at	53.1	22.1	30.9	22.4	A	P	A	A
1627747_s_at	162.7	83.9	196.6	125.7	P	P	P	P
1626819_s_at	22.6	8.4	18.7	15.1	A	A	A	A
1638904_at	41.3	4	24.8	12.5	A	A	A	A
1627626_at	67.8	24.2	38.2	3	A	P	A	A
1634440_s_at	91.1	68.8	10.7	23.5	A	A	A	A
1635425_s_at	22.7	39.7	50	12.3	A	M	A	A
1635393_s_at	1205.7	676	444.3	482.2	P	P	P	P
1640821_at	919.5	673	913.8	1117.7	P	P	P	P
